X1,CaseID,Response_Legal,OpenEnd_Legal,Coded_Legal,Response_Medical,OpenEnd_Medical,Coded_Medical_A,Coded_Medical_B,weight1,weight2,weight3,tm_start,tm_finish,duration,XSPANISH,XPRIMELAN,XLANG,Order_Q9_Q10_First,Order_Q9_Q10_Second,DOV_Q14_More,DOV_Q14_Fewer,DOV_Q14_About,DOV_Q14_Havent,DOV_Q57a,Order_Q20_Q22_First,Order_Q20_Q22_Second,Order_Q20_Q22_Third,DOV_Q20_E,DOV_Q20_F,Order_Q20_a,Order_Q20_b,Order_Q20_c,Order_Q20_d,Order_Q20_e,Order_Q20_f,DOV_Q21_E,DOV_Q21_F,Order_Q21_a,Order_Q21_b,Order_Q21_c,Order_Q21_d,Order_Q21_e,Order_Q21_f,DOV_Q22_E,DOV_Q22_F,Order_Q22_a,Order_Q22_b,Order_Q22_c,Order_Q22_d,Order_Q22_e,Order_Q22_f,Order_Q29_Q30_First,Order_Q29_Q30_Second,Order_Q36A_Q36B_First,Order_Q36A_Q36B_Second,Order_Q38A_Q38B_First,Order_Q38A_Q38B_Second,Order_Q41A_Q41B_First,Order_Q41A_Q41B_Second,Order_Q49_Q57_A,Order_Q49_Q57_E,Order_Q49_Q57_G,Order_Q49_Q57_H,Order_Q49_Q57_I,Q2,Q4A,Q5,Q9a,Q9b,Q9c,Q9e,Q9f,Q9g,Q9h,Q9i,Q10a,Q10b,Q10c,Q10e,Q10f,Q10g,Q10h,Q10i,Q11,Q12,Q14,Q15,Q17,Q18,Q20,Q21,Q22,Q27,Q29,Q30,Q32B,Q33B,Q34,Q35,Q36A,Q36B,Q37,Q38A,Q38B,Q39,Q41A,Q41B,Q42,Q43,Q44,Q44A,Q44A1,Q45,Q46,Q47,Q48B,Q48b1,Q49_A,Q50_A,Q51_A,Q52_A,Q53_A,Q54_A,Q55_A,Q56_A,Q49_E,Q50_E,Q51_E,Q52_E,Q55_E,Q56_E,Q57a_E,Q57b_E,Q49_G,Q50_G,Q51_G,Q52_G,Q55_G,Q56_G,Q57a_G,Q57b_G,Q49_H,Q50_H,Q51_H,Q52_H,Q55_H,Q56_H,Q57a_H,Q57b_H,Q49_I,Q51_I,Q50_I,Q52_I,Q55_I,Q56_I,Q57a_I,Q57b_I,Q58A,Q58C,Q59A_1,Q59A_2,Q59A_3,Q59A_4,Q59A_5,Q59A_6,Q59A_7,Q59A_8,Q59A_9,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,PPRACEM,pppa0197,pppa0012
3303,3513,3,Why would I drag myself into a situation like that.,interest,2,It'd be COOOL,interest,NA,1.88,3.37,3.37,3/31/11 20:08,3/31/11 20:28,19,1,2,7,2,1,NA,NA,NA,NA,1,1,2,3,0,1,1,3,4,5,NA,2,0,1,2,4,1,5,NA,3,1,0,5,1,3,2,4,NA,2,1,1,2,1,2,2,1,5,1,2,3,4,5,2,2,2,3,1,2,3,3,3,3,3,2,2,2,3,3,3,3,2,2,NA,NA,NA,NA,1,3,2,1,3,4,2,2,4,4,2,2,2,2,1,4,1,1,4,2,2,2,It'd be COOOL,2,2,2,3,Why would I drag myself into a situation like that.,1,1,3,4,1,1,3,3,2,3,3,4,2,2,3,NA,1,3,3,4,2,2,4,NA,2,3,3,4,2,2,4,NA,2,2,NA,1,3,3,4,NA,2,1,0,1,0,0,0,0,0,0,0,19,1,1,10,3,4,2,1,4,1,11,5,1,1,1,1,14,0,0,1,0,3,1,1,1,NA,NA
3304,3514,3,NA,"NA",4,NA,"NA",NA,5.06,1.97,4.39,3/31/11 20:10,4/1/11 18:22,1331,1,5,8,1,2,NA,NA,NA,NA,0,2,3,1,0,1,2,4,1,5,NA,3,1,0,5,1,3,2,4,NA,0,1,2,5,4,3,NA,1,1,2,2,1,2,1,1,2,4,5,1,2,3,4,3,2,1,3,1,2,2,3,2,3,1,3,1,2,3,3,3,3,4,2,NA,NA,NA,NA,3,4,3,1,4,1,2,2,3,3,3,3,4,2,2,3,2,2,4,3,3,4,NA,3,2,2,3,NA,3,3,3,3,4,4,3,3,2,3,3,3,3,3,NA,3,3,2,2,2,3,3,NA,3,2,3,3,3,3,3,NA,3,2,2,NA,2,3,3,NA,3,1,1,0,1,0,0,0,0,0,0,0,35,3,2,12,4,1,2,1,6,1,13,1,1,3,7,1,71,0,3,0,1,2,1,1,1,1,5
3305,3515,1,NA,"NA",1,altruism,medical cure,NA,0.07,0.94,0.06,3/31/11 20:13,3/31/11 20:33,20,1,5,8,1,2,NA,NA,NA,NA,0,3,1,2,1,0,5,1,3,2,4,NA,0,1,2,5,4,3,NA,1,0,1,4,2,5,3,NA,1,2,1,1,2,1,2,2,1,4,5,1,2,3,4,2,2,1,1,1,2,2,3,2,3,1,1,1,2,2,3,3,3,3,2,NA,NA,NA,NA,1,1,2,1,4,1,1,4,2,2,1,2,2,2,2,1,1,1,3,1,1,1,altruism,3,1,1,1,NA,1,1,3,3,1,1,4,3,1,1,3,3,4,3,NA,4,2,3,3,3,4,3,NA,4,2,1,3,3,4,3,NA,4,1,2,NA,2,3,3,NA,4,1,1,0,0,1,1,0,0,0,0,0,62,5,4,13,4,5,2,1,1,1,4,5,1,4,9,1,93,0,0,0,0,1,4,0,6,1,5
3306,3516,1,no reason. Prayerfully I will not have to use the DNA in any type of criminal activity.,indeterminate willing,4,I would have to know all the details of the experiment b4 agreeing to give my DNA.,need more information,NA,0.32,0.68,0.28,3/31/11 20:13,3/31/11 21:44,91,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,0,1,2,5,4,3,NA,1,0,1,4,2,5,3,NA,1,1,0,3,4,2,1,5,NA,1,2,2,1,2,1,1,2,3,4,5,1,2,4,4,2,1,-1,1,1,1,3,2,3,1,1,1,1,2,2,2,3,3,2,NA,NA,NA,NA,3,5,5,3,3,4,1,1,2,2,1,1,2,1,1,1,1,1,4,3,3,4,I would have to know all the details of the experiment b4 agreeing to give my DNA.,2,1,1,1,no reason. Prayerfully I will not have to use the DNA in any type of criminal activity.,2,2,2,2,1,1,2,2,1,1,1,2,2,2,NA,3,2,2,2,2,2,2,NA,3,1,1,1,1,2,2,NA,3,1,2,NA,1,2,2,NA,3,2,1,0,1,0,0,0,0,0,0,0,57,5,3,9,2,2,1,1,3,1,10,1,1,1,2,2,21,0,0,0,1,2,2,1,2,1,2
3307,3517,1,"It might be valuable to the investigation, especially if I were a victim.",interest,1,It would increase the sample pool.,sampling,NA,0.74,0.29,0.64,3/31/11 20:15,3/31/11 20:33,17,1,5,8,2,1,NA,NA,NA,NA,1,2,3,1,0,1,4,2,5,3,NA,1,1,0,3,4,2,1,5,NA,0,1,2,1,5,3,NA,4,2,1,1,2,1,2,2,1,2,3,4,5,1,5,3,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,NA,NA,NA,NA,3,4,3,1,1,1,1,1,1,4,4,1,2,2,1,1,1,1,3,1,1,1,It would increase the sample pool.,1,1,1,1,"It might be valuable to the investigation, especially if I were a victim.",1,1,3,4,1,1,2,2,1,-1,1,4,2,2,4,NA,1,1,4,4,2,2,4,NA,1,1,2,4,2,2,4,NA,1,1,NA,1,2,1,4,NA,2,2,0,1,1,1,0,0,0,0,0,77,7,4,9,2,1,1,1,2,1,16,1,1,3,5,1,52,0,0,0,0,2,5,1,1,1,NA
3308,3518,2,i have nothing to hide,trust,3,nop sure,XX,NA,0.85,1.52,1.52,3/31/11 20:27,3/31/11 21:07,39,1,2,7,2,1,NA,NA,NA,NA,1,3,1,2,1,0,3,4,2,1,5,NA,0,1,2,1,5,3,NA,4,0,1,5,3,4,2,NA,1,1,2,2,1,2,1,1,2,1,2,3,4,5,5,4,2,1,1,1,1,2,3,2,3,2,1,2,1,1,3,3,3,4,2,NA,NA,NA,NA,3,3,1,1,4,4,4,4,4,4,4,4,4,2,1,3,2,2,4,4,4,3,nop sure,3,2,3,2,i have nothing to hide,3,4,4,4,4,4,2,2,2,2,3,2,3,2,4,NA,2,2,2,3,2,2,4,NA,2,2,2,2,2,2,4,NA,2,2,NA,2,2,2,4,NA,2,1,0,1,1,0,0,0,0,0,0,49,4,3,11,3,4,1,1,2,3,12,1,1,1,1,2,14,0,0,0,0,2,1,1,NA,1,6
3309,3520,2,"If by submitting to a DNA sample was necessary to prove a person's innocence or guilt, I feel that would be the only right thing to do.",justice,4,i DO NOT WANT TO BE PEGGED.,mistrust,interest,0.41,0.73,0.73,3/31/11 20:32,4/1/11 0:12,220,1,2,4,1,2,NA,NA,NA,NA,0,2,3,1,0,1,5,3,4,2,NA,1,1,0,1,3,4,2,5,NA,0,1,1,2,3,4,NA,5,1,2,2,1,2,1,1,2,5,1,2,3,4,3,3,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,3,4,2,NA,NA,NA,NA,3,3,1,1,4,1,4,4,4,4,4,4,4,3,2,4,1,1,-1,3,3,4,i DO NOT WANT TO BE PEGGED.,4,2,2,2,"If by submitting to a DNA sample was necessary to prove a person's innocence or guilt, I feel that would be the only right thing to do.",1,2,2,3,2,2,4,4,2,2,3,3,3,1,NA,3,3,3,3,4,3,1,NA,2,3,3,3,4,1,1,NA,2,2,3,NA,2,3,3,NA,3,-1,2,1,0,0,0,0,0,0,0,0,61,5,4,12,4,4,2,1,1,1,13,3,1,2,3,1,35,0,0,0,0,1,2,0,1,1,4
3310,3521,4,NA,"NA",3,NA,"NA",NA,7.04,2.74,6.11,3/31/11 20:37,3/31/11 20:59,21,1,5,8,1,2,NA,NA,NA,NA,1,3,1,2,1,0,1,3,4,2,5,NA,0,1,1,2,3,4,NA,5,0,1,5,4,1,2,NA,3,2,1,1,2,1,2,2,1,5,1,2,3,4,4,4,2,1,1,1,2,2,2,2,3,2,2,1,3,2,3,2,3,4,2,NA,NA,NA,NA,4,4,3,2,3,3,2,2,3,3,2,2,2,1,2,3,3,3,4,2,3,3,NA,4,3,3,4,NA,2,3,3,3,2,3,3,4,2,3,3,3,2,2,4,NA,2,3,3,3,3,4,4,NA,2,3,2,3,3,2,3,NA,3,3,NA,3,4,3,4,NA,2,2,0,0,1,0,0,0,0,0,0,18,1,1,8,1,1,1,0,2,1,14,3,1,2,3,1,34,0,0,0,0,2,1,1,1,1,2
3311,3522,3,Labs sometimes make mistakes and I would not what to be falsely accused of a crime,interest,1,To assist in discovering cures to some diseases,medical cure,NA,0.04,0.59,0.04,3/31/11 20:45,3/31/11 21:07,22,1,5,8,1,2,1,2,3,4,1,2,3,1,0,1,1,2,3,4,NA,5,0,1,5,4,1,2,NA,3,1,0,4,5,2,3,1,NA,2,1,1,2,1,2,2,1,4,5,1,2,3,3,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,2,3,3,3,1,1,1,1,2,4,3,1,1,3,2,1,3,1,1,3,2,2,1,To assist in discovering cures to some diseases,3,1,2,3,Labs sometimes make mistakes and I would not what to be falsely accused of a crime,2,2,4,4,4,3,2,2,1,1,2,3,4,4,3,NA,1,1,2,1,4,4,3,NA,1,1,2,1,4,4,3,NA,2,1,NA,2,4,4,3,NA,1,1,0,1,1,1,0,0,0,0,0,42,3,2,12,4,5,2,1,4,3,15,1,1,2,3,1,33,0,1,1,0,2,7,1,6,1,5
3312,3523,3,NA,"NA",-1,NA,"NA",NA,1.23,2.21,2.21,3/31/11 20:57,3/31/11 21:08,11,1,1,7,2,1,NA,NA,NA,NA,0,2,3,1,0,1,5,4,1,2,NA,3,1,0,4,5,2,3,1,NA,1,0,2,5,1,3,4,NA,2,1,1,2,1,2,2,1,4,5,1,2,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,NA,NA,NA,NA,-1,3,-1,-1,-1,-1,-1,2,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,NA,-1,-1,-1,3,NA,2,4,4,4,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,NA,-1,-1,3,-1,3,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,NA,-1,-1,-1,NA,-1,-1,-1,0,0,0,0,0,0,0,0,1,29,2,1,12,4,4,1,1,2,1,12,1,1,3,7,1,74,0,0,0,0,2,1,0,6,1,3
3313,3524,1,"if it could help, why not",trust,3,"I'm not very familiar with the procedure, and would like to be informed about the specific use for the sample.",need more information,NA,1.32,2.37,2.37,3/31/11 21:13,3/31/11 21:32,18,1,2,2,1,2,NA,NA,NA,NA,0,3,1,2,1,0,4,5,2,3,1,NA,1,0,2,5,1,3,4,NA,0,1,1,3,5,2,NA,4,1,2,2,1,2,1,1,2,3,4,5,1,2,5,4,2,1,2,1,2,2,2,3,3,1,2,1,2,2,2,3,3,4,2,NA,NA,NA,NA,1,3,1,1,3,1,2,2,1,2,1,1,1,1,1,2,1,1,4,2,2,3,"I'm not very familiar with the procedure, and would like to be informed about the specific use for the sample.",2,1,1,1,"if it could help, why not",1,2,2,2,1,1,2,2,1,2,2,2,2,2,NA,3,1,2,2,2,2,2,NA,3,1,2,2,2,2,2,NA,3,1,2,NA,2,2,2,NA,3,2,2,0,1,1,1,1,0,0,0,0,27,2,1,10,3,4,1,0,4,1,5,5,1,4,9,2,93,0,0,0,0,4,1,1,NA,1,5
3314,3525,2,To help prove innocence or guilt,justice,4,Privacy,privacy,NA,7.26,2.82,6.31,3/31/11 21:21,3/31/11 21:31,9,1,5,8,2,1,NA,NA,NA,NA,0,1,2,3,1,0,2,5,1,3,4,NA,0,1,1,3,5,2,NA,4,1,0,3,2,4,1,5,NA,2,1,1,2,1,2,2,1,2,3,4,5,1,5,4,2,1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,3,4,2,NA,NA,NA,NA,3,3,2,1,4,4,2,2,2,2,2,2,2,2,2,3,1,1,4,-1,-1,4,Privacy,2,2,2,2,To help prove innocence or guilt,1,1,1,3,2,2,3,3,1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,1,1,NA,1,3,3,NA,3,-1,-1,0,0,0,0,0,0,0,0,1,20,1,1,10,3,1,2,0,6,1,16,5,1,3,7,1,71,0,0,2,1,3,1,1,1,1,5
3315,3526,3,not necessary,indeterminate unwilling,1,I like science.,scientific knowledge,NA,0.02,0.33,0.02,3/31/11 21:21,3/31/11 21:42,20,1,5,8,2,1,NA,NA,NA,NA,1,2,3,1,0,1,1,3,5,2,NA,4,1,0,3,2,4,1,5,NA,1,0,3,2,4,1,5,NA,1,2,2,1,2,1,1,2,1,2,3,4,5,5,2,2,1,3,1,3,3,3,3,3,1,3,1,3,3,3,3,3,2,2,NA,NA,NA,NA,3,2,1,1,3,4,3,2,3,3,3,3,3,3,2,2,1,1,4,3,3,1,I like science.,2,2,2,3,not necessary,1,1,3,3,1,1,2,2,2,1,2,2,3,3,4,NA,2,3,3,3,3,3,4,NA,2,3,3,3,3,3,4,NA,1,2,NA,2,3,3,4,NA,2,1,0,1,1,1,0,0,0,0,0,60,5,4,10,3,5,2,1,2,1,10,3,1,4,8,1,85,0,0,0,0,2,7,1,6,1,5
3316,3527,1,i would because if i am innocent of a crime then it would help me,interest,1,the more we know about it then we can possibly do something like use preventive methods,scientific knowledge,NA,0.7,1.5,0.61,3/31/11 21:21,3/31/11 22:00,38,1,5,8,2,1,NA,NA,NA,NA,1,3,1,2,1,0,3,2,4,1,5,NA,1,0,3,2,4,1,5,NA,0,1,4,2,3,1,NA,5,2,1,1,2,1,2,2,1,1,2,3,4,5,3,2,2,1,1,1,2,3,3,3,3,1,1,1,2,3,3,3,3,3,2,NA,NA,NA,NA,2,2,2,3,3,4,1,2,2,3,1,2,2,4,2,3,1,1,3,2,2,1,the more we know about it then we can possibly do something like use preventive methods,2,1,2,1,i would because if i am innocent of a crime then it would help me,1,4,4,4,4,4,3,3,1,1,2,3,2,1,3,NA,1,2,2,4,2,1,3,NA,1,1,2,4,2,1,3,NA,1,2,NA,1,2,1,3,NA,2,1,0,1,1,0,0,0,0,0,0,57,5,3,10,3,2,2,1,2,4,10,3,0,3,5,1,56,0,0,0,1,1,1,0,2,1,4
3317,3529,2,no,indeterminate unwilling,2,not be wiling to,XX,NA,0.13,0.29,0.12,3/31/11 21:25,3/31/11 21:33,7,1,5,8,2,1,NA,NA,NA,NA,0,2,3,1,0,1,4,2,3,1,NA,5,1,0,4,1,5,3,2,NA,1,0,5,4,2,1,3,NA,2,1,1,2,1,2,2,1,5,1,2,3,4,5,4,2,2,2,2,2,2,2,2,2,1,3,1,3,2,2,3,3,4,2,NA,NA,NA,NA,1,4,6,3,4,4,1,1,1,2,1,1,1,2,2,2,2,2,4,2,2,2,not be wiling to,4,2,2,2,no,2,2,2,2,2,2,3,3,2,4,3,2,1,1,NA,3,2,2,2,2,1,-1,NA,2,2,2,2,2,2,2,NA,2,2,2,NA,2,4,4,NA,2,1,2,1,0,0,0,0,0,0,0,0,56,5,3,12,4,2,1,1,1,3,6,3,1,4,9,2,93,0,0,0,0,1,6,1,2,1,2
3318,3530,2,To prove someone justice,justice,3,I just don't see the purpose and trust.,mistrust,value,0.37,0.66,0.66,3/31/11 21:27,4/1/11 21:32,1445,1,2,3,1,2,NA,NA,NA,NA,0,3,1,2,1,0,4,1,5,3,2,NA,1,0,5,4,2,1,3,NA,0,1,2,4,3,5,NA,1,1,2,2,1,2,1,1,2,4,5,1,2,3,5,4,2,1,1,1,2,2,3,2,3,1,1,1,2,2,3,2,2,4,2,NA,NA,NA,NA,5,5,4,3,4,2,2,2,4,4,3,2,4,2,2,3,2,1,4,3,3,3,I just don't see the purpose and trust.,3,1,1,2,To prove someone justice,2,4,4,4,4,4,4,2,1,2,2,2,3,3,NA,3,2,2,2,2,3,3,NA,3,1,3,3,3,3,3,NA,3,1,1,NA,1,4,3,NA,3,1,1,0,1,1,0,0,0,0,1,0,35,3,2,9,2,4,2,1,4,1,12,1,1,4,9,1,92,0,0,2,0,2,1,1,NA,1,6
3319,3531,4,"I am not comfortable with the quality of, and resulting conclusions of laboratories.  The PROPER use of info is a concern.DNA is not 100% correct.  There have been studies of mothers who are not dna connected to their natural born children.",mistrust,2,"as long as sample is anonymous,I support the collection of research information, and the scientific community's efforts to improve medicine and science for general public.",trust,NA,0.51,1.08,0.44,3/31/11 21:29,3/31/11 21:51,21,1,5,8,1,2,2,1,3,4,0,2,3,1,1,0,5,4,2,1,3,NA,0,1,2,4,3,5,NA,1,1,0,3,4,2,5,1,NA,1,2,2,1,2,1,1,2,3,4,5,1,2,4,3,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,3,3,2,1,3,2,2,3,3,4,3,1,4,1,1,2,3,3,2,2,2,1,1,3,1,1,2,2,2,2,"as long as sample is anonymous,I support the collection of research information, and the scientific community's efforts to improve medicine and science for general public.",2,3,2,4,"I am not comfortable with the quality of, and resulting conclusions of laboratories.  The PROPER use of info is a concern.DNA is not 100% correct.  There have been studies of mothers who are not dna connected to their natural born children.",1,2,2,3,2,2,3,3,1,2,2,3,3,3,NA,3,3,3,2,3,3,3,NA,3,1,2,3,3,3,3,NA,4,2,3,NA,2,3,3,NA,3,2,1,0,1,1,1,0,0,0,0,0,76,7,4,9,2,2,1,1,3,1,14,1,1,4,9,1,93,0,0,0,1,2,6,1,2,1,2
3320,3533,1,if it would prove innocenc3,exoneration/innocence,2,if it would help in research,scientific knowledge,NA,3.34,1.3,2.9,3/31/11 21:37,3/31/11 22:27,50,1,5,8,2,1,NA,NA,NA,NA,1,3,1,2,1,0,3,4,2,5,1,NA,1,0,1,4,5,2,3,NA,0,1,1,4,5,3,NA,2,2,1,1,2,1,2,2,1,2,3,4,5,1,5,4,2,1,1,1,2,2,1,2,3,1,1,1,2,2,2,2,3,4,2,NA,NA,NA,NA,3,2,2,1,4,4,3,2,3,3,2,2,2,3,2,3,2,2,4,2,2,2,if it would help in research,-1,2,2,1,if it would prove innocenc3,2,2,2,2,3,2,4,4,2,2,2,2,4,4,3,NA,1,2,2,2,4,4,3,NA,2,2,2,2,4,4,3,NA,2,2,NA,2,4,4,3,NA,2,1,0,1,1,0,0,0,0,0,0,36,3,2,10,3,1,2,1,4,1,14,1,1,2,4,1,47,0,0,1,1,2,1,1,1,1,4
3321,3535,1,NA,"NA",1,NA,"NA",NA,0.53,0.95,0.95,3/31/11 21:41,4/1/11 20:42,1381,1,2,2,1,2,NA,NA,NA,NA,0,2,3,1,0,1,1,4,5,3,NA,2,1,0,1,4,2,5,3,NA,1,0,2,3,4,5,1,NA,2,1,1,2,1,2,2,1,1,2,3,4,5,3,2,2,2,2,1,2,1,1,2,3,1,2,1,2,2,1,2,2,3,2,NA,NA,NA,NA,3,3,1,1,1,1,1,3,2,3,1,1,3,3,2,2,2,1,3,2,3,1,NA,2,2,1,1,NA,1,1,3,3,2,2,2,2,1,1,2,3,4,4,NA,4,1,2,2,2,4,-1,NA,4,1,2,2,2,4,4,NA,4,1,2,NA,2,4,4,NA,1,1,1,0,1,1,1,0,0,0,0,0,29,2,1,12,4,4,1,1,2,2,15,1,1,4,9,1,91,0,0,0,0,2,1,1,1,2,2
3322,3536,4,5th amendment,violates rights,2,no reason,XX,NA,0.97,0.38,0.84,3/31/11 21:42,3/31/11 22:01,19,1,5,8,1,2,NA,NA,NA,NA,0,3,1,2,1,0,1,4,2,5,3,NA,1,0,2,3,4,5,1,NA,0,1,2,3,1,5,NA,4,1,2,2,1,2,1,1,2,5,1,2,3,4,4,2,2,1,2,1,2,1,1,3,3,1,3,3,3,3,3,3,3,4,2,NA,NA,NA,NA,3,3,2,1,4,4,2,3,4,4,3,3,4,3,2,2,4,4,4,3,4,2,no reason,4,2,4,4,5th amendment,3,3,4,2,4,4,2,2,2,2,2,2,3,2,NA,3,2,2,2,2,3,2,NA,3,2,2,2,2,3,2,NA,3,1,2,NA,2,3,2,NA,3,2,2,0,1,1,0,0,0,0,0,0,66,6,4,10,3,1,1,1,2,1,17,1,1,1,1,1,14,0,0,0,0,2,5,1,1,1,6
3323,3537,3,I don't see a need for my DNA to be used to see if someone else is guilty. Doesn't make sense.,mistrust,2,In hopes that this research would someday be able to create a cure for certain diseases.,scientific knowledge,NA,0.1,1.32,0.09,3/31/11 21:52,3/31/11 22:14,21,1,5,8,2,1,NA,NA,NA,NA,1,1,2,3,1,0,2,3,4,5,1,NA,0,1,2,3,1,5,NA,4,1,0,5,2,4,1,3,NA,2,1,1,2,1,2,2,1,5,1,2,3,4,5,-1,2,1,2,1,3,2,3,3,3,1,2,1,2,2,3,3,3,4,2,NA,NA,NA,NA,3,4,2,1,3,2,2,2,3,3,2,2,2,2,2,2,1,1,4,2,2,2,In hopes that this research would someday be able to create a cure for certain diseases.,3,2,3,3,I don't see a need for my DNA to be used to see if someone else is guilty. Doesn't make sense.,1,1,3,2,2,3,3,3,1,1,2,2,4,4,3,NA,2,1,2,2,3,3,3,NA,1,1,1,1,-1,4,3,NA,1,1,NA,1,3,3,3,NA,2,1,0,1,1,1,1,1,0,0,0,24,1,1,10,3,5,2,0,7,1,15,1,1,4,8,1,87,1,0,1,0,5,1,1,6,1,4
3324,3538,1,"Support of the law enforcement community is important.  Also, I don't anticipate committing anything that would require the testing of my DNA.",trust,1,I leave genertic material all over.  I think the addition of my genes would be beneficial.,scientific knowledge,NA,0.23,3.04,0.2,3/31/11 21:58,3/31/11 23:18,80,1,5,8,2,1,NA,NA,NA,NA,0,2,3,1,0,1,2,3,1,5,NA,4,1,0,5,2,4,1,3,NA,1,0,4,1,3,2,5,NA,1,2,2,1,2,1,1,2,4,5,1,2,3,3,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,3,4,4,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,1,I leave genertic material all over.  I think the addition of my genes would be beneficial.,2,2,2,1,"Support of the law enforcement community is important.  Also, I don't anticipate committing anything that would require the testing of my DNA.",3,3,3,1,3,3,2,1,1,1,3,3,2,1,NA,3,1,2,2,3,2,-1,NA,3,1,2,3,3,2,1,NA,3,1,1,NA,2,1,2,NA,1,1,1,0,1,1,1,1,1,1,0,0,39,3,2,12,4,5,1,1,5,1,7,1,1,3,5,1,59,0,2,1,0,2,1,1,6,1,6
3325,3539,4,I just wouldn't.,indeterminate unwilling,2,I believe being tested is crusial in knowing and finding out about many things.,scientific knowledge,NA,0.42,0.89,0.36,3/31/11 22:10,3/31/11 23:31,80,1,5,8,1,2,NA,NA,NA,NA,0,3,1,2,1,0,5,2,4,1,3,NA,1,0,4,1,3,2,5,NA,0,1,4,2,3,5,NA,1,2,1,1,2,1,2,2,1,4,5,1,2,3,4,1,1,1,2,1,2,2,3,2,3,1,2,1,2,2,3,2,3,4,2,NA,NA,NA,NA,4,2,2,1,4,3,1,1,1,1,1,1,1,2,1,1,1,1,4,1,2,2,I believe being tested is crusial in knowing and finding out about many things.,1,1,1,4,I just wouldn't.,2,3,3,3,2,2,3,3,2,1,2,3,3,3,NA,3,2,1,2,3,3,3,NA,3,2,1,1,3,3,3,NA,3,1,3,NA,3,3,3,NA,3,2,1,0,1,1,1,0,0,0,0,0,42,3,2,10,3,2,2,1,6,1,5,1,1,3,5,1,58,0,0,1,2,3,1,0,2,1,6
3326,3540,3,NA,"NA",3,NA,"NA",NA,0.91,0.35,0.79,3/31/11 22:12,3/31/11 22:46,34,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,1,0,4,1,3,2,5,NA,0,1,4,2,3,5,NA,1,1,0,5,4,3,1,2,NA,1,2,2,1,2,1,1,2,3,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,3,3,3,2,2,3,2,2,3,2,3,3,2,2,2,2,3,2,2,2,3,3,NA,2,2,2,3,NA,2,2,3,2,3,2,-1,2,2,3,2,2,3,2,NA,1,3,2,2,3,2,1,NA,3,2,3,2,2,3,2,NA,2,2,2,NA,2,3,2,NA,2,1,1,1,0,0,0,0,0,0,0,0,38,3,2,10,3,1,2,1,4,1,6,1,1,3,6,1,63,0,0,1,0,3,6,0,1,NA,NA
3327,3541,2,NA,"NA",2,NA,"NA",NA,0.16,0.34,0.14,3/31/11 22:14,3/31/11 22:24,10,1,5,8,2,1,NA,NA,NA,NA,1,2,3,1,0,1,4,2,3,5,NA,1,1,0,5,4,3,1,2,NA,1,0,4,5,3,1,2,NA,2,1,1,2,1,2,2,1,2,3,4,5,1,5,4,2,1,1,1,2,1,2,2,3,1,1,1,2,2,3,3,3,4,2,NA,NA,NA,NA,3,3,1,1,3,1,2,2,2,-1,2,2,3,-1,-1,2,1,1,4,-1,-1,2,NA,4,2,2,2,NA,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,2,2,NA,-1,-1,-1,3,NA,1,1,0,1,1,0,0,0,0,0,0,31,2,2,12,4,2,1,1,4,1,13,1,1,3,7,1,74,1,1,0,0,2,1,1,2,1,4
